Gene_name,logFC,PValue
SEC16A,-0.0386752,3.90E-01
PRDM2,-0.0932094,3.90E-01
ARNTL,-0.1064907,3.90E-01
MSH5,0.0628881,3.90E-01
AMHR2,-0.0703974,3.90E-01
CD101,0.0479444,3.90E-01
HDAC6,0.1284255,3.90E-01
ASB12,0.0563971,3.90E-01
BCAP29,0.0744721,3.90E-01
QKI,-0.0872132,3.90E-01
USP39,0.054168,3.90E-01
NFXL1,-0.0680263,3.90E-01
C4orf6,-0.0528528,3.90E-01
REXO1L1,-0.0399077,3.90E-01
HSP90B2P,-0.0762552,3.90E-01
CCT8,-0.0705671,3.90E-01
TARSL2,0.0633949,3.90E-01
GTDC1,0.085068,3.90E-01
KRT13,-0.0524221,3.90E-01
TAOK2,-0.08941,3.90E-01
GALNTL6,-0.0525053,3.90E-01
TEX264,0.1066814,3.90E-01
GNA12,-0.0620134,3.90E-01
FARP1,0.2270361,3.90E-01
NAA15,-0.0673219,3.90E-01
OR4E2,-0.0582989,3.90E-01
GYG2,0.0703262,3.90E-01
KIR3DS1,-0.0434017,3.90E-01
SYPL1,0.0843915,3.91E-01
HOXA6,0.055949,3.91E-01
ZNF451,0.1044027,3.91E-01
SLC29A4,-0.0612576,3.91E-01
OAZ3,-0.1019582,3.91E-01
SGK269,0.082325,3.91E-01
LOC280665,0.0596095,3.91E-01
RIBC2,-0.0532621,3.91E-01
CLEC4M,-0.0527974,3.91E-01
IGSF3,-0.0791954,3.91E-01
DRD2,0.0633168,3.91E-01
MAL2,0.369267,3.91E-01
ITPKB,0.0737777,3.91E-01
DNAJC18,0.1073532,3.91E-01
SNORD14D,-0.2512794,3.91E-01
MLL3,0.0867146,3.91E-01
---,-0.05734,3.91E-01
AUH,-0.0970677,3.91E-01
KIF1B,-0.0966658,3.91E-01
KRTAP3-2,0.0437058,3.91E-01
C5orf33,-0.1344086,3.91E-01
PAX5,-0.0609053,3.91E-01
GABPB1,0.1087451,3.91E-01
XPO1,0.0999857,3.91E-01
SLC26A4,0.0659159,3.91E-01
CDK5RAP2,-0.1014955,3.91E-01
GJD3,-0.0996804,3.92E-01
CTSE,-0.0529297,3.92E-01
DLG5,0.0809936,3.92E-01
ZBTB4,-0.0734257,3.92E-01
OR6S1,-0.0718934,3.92E-01
GPR123,-0.0625955,3.92E-01
MGAT5,0.0473298,3.92E-01
EDA,0.0586782,3.92E-01
GABRA4,0.0573887,3.92E-01
LOC55908,0.0499747,3.92E-01
ZNF131,0.0950344,3.92E-01
LOC641515,-0.0445321,3.92E-01
RAE1,-0.0708384,3.92E-01
ARIH1,0.0778962,3.92E-01
GORAB,0.0804683,3.92E-01
AP4M1,0.0911239,3.92E-01
10-Mar,-0.0627176,3.92E-01
ELP4,0.0764327,3.92E-01
GTPBP10,-0.0751073,3.92E-01
CORIN,0.0524371,3.92E-01
AK2,0.087098,3.92E-01
TMLHE,0.0899772,3.92E-01
PHF20L1,-0.0676568,3.92E-01
ZNF620,0.0617838,3.92E-01
COL22A1,-0.1158199,3.92E-01
RDM1,-0.0475548,3.93E-01
PLEKHB1,-0.1428718,3.93E-01
DDX3Y,-0.1711488,3.93E-01
MLEC,0.1046589,3.93E-01
ZNF286A /// ZNF286B,-0.0562584,3.93E-01
MAZ,0.0708633,3.93E-01
CLDN12,-0.1416911,3.93E-01
STC1,-0.3910924,3.93E-01
RBM3,0.1011829,3.93E-01
SPTBN2,-0.0537924,3.93E-01
SAP18,-0.111942,3.93E-01
ZNF268,0.0977012,3.93E-01
HOXA11,0.0538371,3.93E-01
LOC100286937 /// LOC100287164 /// RASA4,0.1891842,3.93E-01
NPAS1,0.075903,3.93E-01
XK,-0.053231,3.93E-01
GET4,-0.0732113,3.93E-01
IRF3,-0.0650718,3.93E-01
GUK1,-0.0563894,3.93E-01
---,0.0819596,3.93E-01
MESDC1,-0.061083,3.93E-01
MYH10,0.0987654,3.93E-01
ALCAM,0.0796281,3.93E-01
CRHR1,-0.0474781,3.94E-01
SOS 1,0.1267019,3.94E-01
C4orf52,0.1060896,3.94E-01
ZNF84,0.1455052,3.94E-01
TNFAIP3,-0.2152334,3.94E-01
SLC35C2,0.0778797,3.94E-01
PFKFB4,0.0498536,3.94E-01
KLF7,0.1711096,3.94E-01
KIF16B,-0.1740118,3.94E-01
CNN2,-0.0993857,3.94E-01
KCTD15,-0.2565298,3.94E-01
RNF17,0.0572899,3.94E-01
NPM1,-0.0639083,3.94E-01
NEK2,0.0816225,3.94E-01
GPR157,-0.0705836,3.94E-01
HBP1,0.0708785,3.95E-01
VPS26B,0.0476462,3.95E-01
PARP11,-0.0880079,3.95E-01
UBASH3A,0.0497516,3.95E-01
USP44,-0.3978362,3.95E-01
SLC5A9,0.0608472,3.95E-01
KCNA3,0.058386,3.95E-01
PDZD4,-0.2009198,3.95E-01
FAM47E,0.2189993,3.95E-01
RHOBTB1,0.0677065,3.95E-01
SLC35A2,0.0824355,3.95E-01
EIF5,0.1242661,3.95E-01
NCOA7,-0.0602214,3.95E-01
EFCAB1,-0.0577506,3.95E-01
KRTAP5-10,0.0511536,3.95E-01
ORC6L,0.0883289,3.95E-01
RERE,0.1464167,3.95E-01
YKT6,-0.0784262,3.95E-01
AGTPBP1,0.1139004,3.95E-01
CYorf15B,-0.6057206,3.95E-01
DBF4B,-0.1282237,3.96E-01
DDX11,-0.054561,3.96E-01
ZRANB1,0.0891306,3.96E-01
---,-0.0552379,3.96E-01
GUCA2B,-0.0575312,3.96E-01
ZNF215,0.057051,3.96E-01
GUCA1C,0.0503841,3.96E-01
STOX1,-0.0824584,3.96E-01
TXNRD1,0.1298148,3.96E-01
HIST1H2AG,0.1196445,3.96E-01
PMP2,-0.2232634,3.96E-01
YWHAZ,0.0564271,3.96E-01
TSPAN18,-0.0550157,3.96E-01
AJAP1,0.1586288,3.96E-01
HEYL,0.101244,3.96E-01
TNFSF18,0.1002126,3.96E-01
MCTP2,0.1029572,3.96E-01
GPR133,-0.0514537,3.96E-01
TMPO,0.0783624,3.96E-01
OSBPL7,0.0525112,3.96E-01
LOC284861 /// LOC729444 /// LOC729461,0.0647509,3.96E-01
ZNRF4,0.0662982,3.96E-01
NOS1,-0.0478162,3.97E-01
---,-0.055732,3.97E-01
LIMK1,0.0594003,3.97E-01
RFPL4B,-0.0460572,3.97E-01
CHRAC1,-0.0794117,3.97E-01
NTN5,-0.0818717,3.97E-01
MTMR12,-0.0962611,3.97E-01
GPR32,0.0659369,3.97E-01
PARP2,0.0829087,3.97E-01
KRTAP4-9,-0.0555776,3.97E-01
RDH10,0.2427567,3.97E-01
MDM4,0.0979979,3.97E-01
SPANXE,-0.0671081,3.97E-01
SNX16,0.0857506,3.97E-01
LOC493754,0.1041136,3.97E-01
LMOD3,0.0529266,3.97E-01
DCAF4L1,-0.0521085,3.97E-01
EDEM3,0.0583906,3.97E-01
PP2672,0.0574517,3.97E-01
CCDC103,-0.0979791,3.97E-01
SSTR5,-0.0436976,3.97E-01
ZNF510,-0.0549043,3.97E-01
SFTPB,0.0626784,3.97E-01
ACAD10,0.0788807,3.97E-01
NOL6,0.0763861,3.97E-01
TMEM38A,0.0724038,3.98E-01
SCARNA20,-0.097256,3.98E-01
GNLY,-0.0663248,3.98E-01
SYTL2,-0.2619493,3.98E-01
---,-0.0640985,3.98E-01
FAM98B,0.0884848,3.98E-01
HAPLN1,0.1211371,3.98E-01
TTLL11,-0.0733669,3.98E-01
AKR1C4,-0.0439092,3.98E-01
NDUFA1,-0.0526787,3.98E-01
ATP5J,0.0424358,3.98E-01
SRP19,-0.1833669,3.98E-01
CDCA7L,0.0912757,3.98E-01
OXNAD1,-0.1037139,3.98E-01
DNMT3A,-0.127984,3.98E-01
CST7,0.2464933,3.98E-01
SATB2,-0.0572727,3.98E-01
RBM4,-0.0586654,3.98E-01
TEX264,-0.0774651,3.98E-01
SENP7,-0.0643334,3.98E-01
FAM165B,0.1159071,3.98E-01
DCAF6,0.0712177,3.98E-01
RIMS1,-0.063694,3.98E-01
GABRB1,-0.1927651,3.98E-01
RAPGEF6,-0.094227,3.98E-01
CDHR5,0.0638498,3.98E-01
CCDC21,-0.0729291,3.98E-01
DNAH12,-0.0482571,3.99E-01
UGGT2,-0.1950113,3.99E-01
CPLX2,-0.0714916,3.99E-01
PHLDA3,0.1203715,3.99E-01
C16orf61,-0.105344,3.99E-01
POLD4,-0.1731234,3.99E-01
C22orf30 /// PISD,0.065834,3.99E-01
LRRN4,-0.0571,3.99E-01
MEX3B,-0.114303,3.99E-01
GOLGA8C /// GOLGA8DP /// GOLGA8E /// GOLGA8F /// GOLGA8G /// LOC653061,-0.0686845,3.99E-01
RDH11,0.0793858,3.99E-01
LELP1,-0.0595463,3.99E-01
NRBP2,0.0798768,3.99E-01
GGA3,-0.0728413,3.99E-01
RIMKLB,-0.0646597,3.99E-01
GRIA4,-0.1601547,3.99E-01
ZNF787,-0.0797735,3.99E-01
CBLN1,0.2761361,3.99E-01
ARHGEF7,-0.070506,3.99E-01
NCRNA00176,-0.0831672,3.99E-01
AMBP,0.0715022,3.99E-01
AMACR /// C1QTNF3,0.0582684,3.99E-01
IGFL1,0.0564813,3.99E-01
IGF2R,-0.0947339,3.99E-01
GON4L /// YY1AP1,-0.0702544,3.99E-01
MED15,-0.1036539,3.99E-01
PBX4,-0.053697,3.99E-01
LOC100287837,-0.0531318,3.99E-01
SLC22A14,-0.0546573,3.99E-01
ITIH4,0.0588488,3.99E-01
PECI,-0.0663141,3.99E-01
THBS3,0.1516814,3.99E-01
ARHGEF4,-0.0583963,4.00E-01
TSN,0.0717728,4.00E-01
CDK5R2,0.054048,4.00E-01
TMEM30B,-0.0534179,4.00E-01
NUDT16L1,-0.0761235,4.00E-01
AMBN,0.05059,4.00E-01
LOC100131642,0.0950551,4.00E-01
ATXN10,-0.0914239,4.00E-01
PSKH2,-0.0576335,4.00E-01
DGKB,-0.0500997,4.00E-01
ZNF720,0.0637987,4.00E-01
ARL17A,-0.0765065,4.00E-01
EMP1,0.2645029,4.00E-01
XIAP,-0.0475693,4.00E-01
CLIC5,0.0509824,4.00E-01
KCNG2,-0.0675264,4.00E-01
TMEM136,-0.1426193,4.00E-01
HSD17B4,-0.0633721,4.00E-01
SSX7,-0.0633721,4.00E-01
SH3BP5L,0.0555963,4.00E-01
ANKS3,-0.1102458,4.00E-01
GPR128,0.3424871,4.00E-01
DENND4C,-0.135405,4.00E-01
FNDC3B,0.1316015,4.00E-01
ANXA2P1,0.0678216,4.00E-01
ESRRG,0.0946551,4.00E-01
PARP10,0.141586,4.00E-01
SCAI,0.0966036,4.00E-01
ADRBK1,0.1177087,4.01E-01
PIGL,-0.0609064,4.01E-01
C17orf66,0.0539228,4.01E-01
NRG1,0.3065454,4.01E-01
KIRREL,0.0591131,4.01E-01
SLC35C2,-0.0664809,4.01E-01
RING1,-0.1014345,4.01E-01
SERPINB3,-0.0662412,4.01E-01
KANK2,-0.1653368,4.01E-01
NAA15,0.0861718,4.01E-01
PLAUR,0.2826104,4.01E-01
A2LD1,0.1349907,4.01E-01
HLA-H,-0.090901,4.01E-01
KIF5A,0.0989367,4.01E-01
C9orf30,0.1347595,4.01E-01
PCYT1B,-0.1248052,4.01E-01
CCDC129,-0.0606492,4.01E-01
RPS24,-0.0639822,4.01E-01
THOC3,0.0723336,4.01E-01
TMED10,0.0789566,4.01E-01
LRRC4C,0.2036862,4.01E-01
CTNNA1 /// LRRTM2,0.098252,4.01E-01
AGFG1,-0.1209522,4.01E-01
EPB49,-0.0763807,4.02E-01
PAOX,-0.1326285,4.02E-01
RGL4,-0.0664478,4.02E-01
SLTM,0.0828056,4.02E-01
SSH1,-0.1164446,4.02E-01
MAP2K5,0.1283116,4.02E-01
RPL32 /// RPL32P3 /// SNORA7A /// SNORA7B,-0.094054,4.02E-01
TMC2,-0.0688799,4.02E-01
SLC5A7,-0.0486494,4.02E-01
ICA1L,-0.1949037,4.02E-01
SKA1,-0.0680257,4.02E-01
PDXDC1,-0.0804658,4.02E-01
TMC2,-0.0554185,4.02E-01
SLC25A11,-0.0767464,4.02E-01
EIF4E3,0.1710056,4.02E-01
TRAT1,0.0513255,4.02E-01
HERPUD1,0.1735718,4.02E-01
ELAVL1,-0.0716712,4.02E-01
OR11A1,-0.0563474,4.02E-01
DERL1,-0.1401233,4.02E-01
FOXP4,-0.1341999,4.02E-01
PGRMC2,0.0981165,4.03E-01
ZBED2,0.0565631,4.03E-01
ARF3,0.0821422,4.03E-01
CTSL3,-0.046864,4.03E-01
C21orf41,0.0855843,4.03E-01
TKT,0.1224088,4.03E-01
HIP1R /// LOC100294412,-0.0429827,4.03E-01
CLEC12B,0.0562195,4.03E-01
DCAF12L2,-0.0613182,4.03E-01
BBS7,0.1494465,4.03E-01
RAB12,0.2067495,4.03E-01
ADAM33,-0.0965986,4.03E-01
UTS2D,-0.0619475,4.03E-01
ECT2L,0.051767,4.03E-01
CEP70,0.0999665,4.03E-01
---,-0.0452546,4.03E-01
DHDPSL,-0.0611326,4.03E-01
SPATA12,-0.0513885,4.03E-01
FER1L6,0.0608944,4.03E-01
MGAM,-0.0789701,4.03E-01
ATCAY,-0.0504499,4.03E-01
SFTPB,-0.06526,4.03E-01
ARMCX2,0.1210129,4.03E-01
KBTBD6,0.1399305,4.04E-01
ANKRD55,0.0674431,4.04E-01
PSPC1,0.0510038,4.04E-01
AHSP,-0.1658197,4.04E-01
EFTUD2,0.0777826,4.04E-01
LRRC17,-0.2609124,4.04E-01
TMEM190,0.0543678,4.04E-01
MRPL30,-0.0743966,4.04E-01
AFMID,0.0646879,4.04E-01
ING2,-0.0707255,4.04E-01
CSF1,0.0667574,4.04E-01
HKDC1,0.1257729,4.04E-01
HHIP,-0.0638315,4.04E-01
ZNF2,-0.04965,4.04E-01
GOLGA3,-0.0716374,4.04E-01
AXIN1,-0.0996113,4.04E-01
QSER1,-0.0944465,4.04E-01
STX6,-0.1429577,4.04E-01
PCDHB6,-0.2472502,4.04E-01
FAM63A,-0.1461556,4.04E-01
ACTN4,0.1259396,4.05E-01
AATF,-0.1074217,4.05E-01
PLA2G4C,-0.0717291,4.05E-01
PCDHGA4,-0.0527528,4.05E-01
RMI1,0.0608512,4.05E-01
FOLR3,-0.0725088,4.05E-01
CWC22,-0.0655466,4.05E-01
DVL3,-0.0594874,4.05E-01
C6orf57,-0.0636857,4.05E-01
ZNF826,0.1425297,4.05E-01
PPP2R5E,0.0767105,4.05E-01
ATP7A,0.2749104,4.05E-01
PDIA4,0.1349349,4.05E-01
C12orf39,-0.0610953,4.05E-01
DLG1,-0.0501506,4.05E-01
AP4B1,0.0847282,4.05E-01
GJA5,0.2109885,4.05E-01
---,-0.0820635,4.05E-01
GALT,0.0974803,4.05E-01
ZFP37,0.0861616,4.06E-01
SPIRE1,-0.1146924,4.06E-01
RALGPS1,-0.0518724,4.06E-01
CASC1,0.0632284,4.06E-01
SPRED3,-0.0521331,4.06E-01
SSX7 /// SSX9,-0.0678563,4.06E-01
LMTK2,-0.0441653,4.06E-01
RQCD1,-0.0775912,4.06E-01
CRNKL1,-0.0996915,4.06E-01
ZNF280D,0.0939988,4.06E-01
DIS3L,-0.0878405,4.06E-01
SPSB3,-0.0932594,4.06E-01
RLTPR,-0.0668822,4.06E-01
ZMYM2,-0.0825993,4.06E-01
ABHD5,0.0868563,4.06E-01
FYCO1,0.086805,4.06E-01
CD5L,0.064792,4.06E-01
C2orf89,0.271809,4.06E-01
TGFBI,0.2290414,4.06E-01
ADD3,0.122671,4.06E-01
ZNF721,0.1064828,4.06E-01
P2RX2,-0.0572227,4.06E-01
ZNF135,0.1239867,4.06E-01
CA6,-0.0532745,4.06E-01
TAPT1,0.0860743,4.06E-01
TPRG1,-0.0466458,4.06E-01
PDLIM5,-0.1074654,4.06E-01
MAP1LC3C,0.2387035,4.07E-01
LOC138412 /// SLC25A6,0.1133376,4.07E-01
OR5K3,-0.0502187,4.07E-01
QKI,-0.0684439,4.07E-01
IGL@,0.2831495,4.07E-01
C9orf7,-0.0646728,4.07E-01
RYR2,0.0588753,4.07E-01
MGLL,-0.3245212,4.07E-01
ZNF165,-0.0755717,4.07E-01
TTYH2,0.1661262,4.07E-01
TBXAS1,0.0677033,4.07E-01
CDH17,-0.0591224,4.07E-01
---,0.0614957,4.07E-01
KIAA0040,-0.0891382,4.07E-01
NLRP7,0.0559126,4.07E-01
FAM170A,-0.0459245,4.07E-01
B3GAT1,0.0739314,4.07E-01
ZMIZ2,-0.0917845,4.07E-01
ACADSB,-0.0705873,4.07E-01
MEIS3,-0.0865976,4.07E-01
HOXA7,-0.0594864,4.07E-01
NMS,-0.0538985,4.07E-01
MCOLN3,-0.3743509,4.07E-01
GTSCR1,-0.052016,4.07E-01
SRCAP,0.0578608,4.07E-01
---,-0.1833237,4.07E-01
GTF3C4,-0.0789735,4.08E-01
TBX5,-0.058626,4.08E-01
ASH1L,-0.1320753,4.08E-01
MORF4L1,-0.0607721,4.08E-01
CNBP,0.1445043,4.08E-01
STK32C,0.1174161,4.08E-01
PLOD3,0.083024,4.08E-01
MCHR1,-0.0529282,4.08E-01
KRT9,0.0620094,4.08E-01
FAM126B,0.0631125,4.08E-01
CLIC2,0.2030662,4.08E-01
TCF25,0.0564375,4.08E-01
GNA15,-0.0747594,4.08E-01
OR13J1,-0.04304,4.08E-01
TCEA1,0.114819,4.08E-01
GNPAT,0.0756403,4.08E-01
ZNF551,-0.0783433,4.08E-01
GCOM1 /// GRINL1A,0.0674973,4.08E-01
SKIV2L,-0.0589086,4.08E-01
C15orf39,0.089929,4.08E-01
H6PD,-0.2399497,4.08E-01
IGHA1 /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC652494,-0.0529005,4.08E-01
HIPK4,-0.0433504,4.08E-01
HEXDC,-0.079425,4.08E-01
CDH8,-0.0561013,4.08E-01
SLC9A1,-0.0830396,4.08E-01
PSMB1,-0.0367414,4.08E-01
MAPKAP1,0.0779406,4.09E-01
LCE1A,-0.0858094,4.09E-01
OR1S1 /// OR1S2,0.0605399,4.09E-01
TMEM63A,0.1150497,4.09E-01
DCP1B,0.1031918,4.09E-01
C1orf68,-0.0703662,4.09E-01
C1orf52,-0.099477,4.09E-01
FBXL18,0.0738089,4.09E-01
FLJ43860,-0.0685432,4.09E-01
AASDHPPT,0.0654056,4.09E-01
UBASH3A,-0.0612747,4.09E-01
C21orf88,-0.0475079,4.09E-01
MACC1,0.0647056,4.09E-01
XPNPEP2,-0.0812362,4.09E-01
INTS7,-0.0769086,4.09E-01
PHB2,-0.058022,4.09E-01
TRMT61A,-0.0614163,4.09E-01
C8orf44 /// SGK3,-0.1432009,4.09E-01
IGLL1,-0.0438809,4.09E-01
BIRC6,0.0866281,4.09E-01
LOC253724,0.0561031,4.09E-01
NOX3,0.0433155,4.09E-01
RHOD,-0.219328,4.09E-01
TMEM30B,-0.05816,4.09E-01
ATP6V0A2,0.0935562,4.09E-01
RBM25,-0.1077222,4.09E-01
DCTN5,-0.0771528,4.09E-01
IMMT,0.05293,4.09E-01
ABCF3,-0.0627432,4.09E-01
RAB30,0.0645608,4.09E-01
RNF112,0.0786163,4.09E-01
PRKDC,0.1301125,4.10E-01
TRPV4,-0.1614901,4.10E-01
TRIM50,-0.0546593,4.10E-01
SUMO1,0.0592802,4.10E-01
PLA2G16,0.1874879,4.10E-01
HMGB1,-0.0785594,4.10E-01
FAU,-0.0335317,4.10E-01
ATG12,-0.067002,4.10E-01
HLA-G,0.0743283,4.10E-01
GDF15 /// LOC100292463,-0.4159418,4.10E-01
CYTSB,-0.1741585,4.10E-01
C2orf18,-0.0639257,4.10E-01
VPS29,0.1031655,4.10E-01
PPP1R3D,0.1086586,4.10E-01
CSAG2 /// CSAG3,-0.0452618,4.10E-01
SPHK2,0.0799027,4.10E-01
LOC100268168,0.0565497,4.10E-01
CDC42BPA,-0.0869331,4.10E-01
C13orf27,-0.0745511,4.11E-01
INPP5J,-0.1545093,4.11E-01
OR10G9,0.0513732,4.11E-01
USP8,0.0627444,4.11E-01
ATP5SL,0.126356,4.11E-01
ILF2,-0.0471889,4.11E-01
FAM120A,-0.0439103,4.11E-01
LRP2,0.1007307,4.11E-01
PPM1B,0.1476925,4.11E-01
MAP6,0.1464368,4.11E-01
MED8,-0.0813461,4.11E-01
IFNA21,-0.0512781,4.11E-01
SSX2IP,-0.0735908,4.11E-01
GIT2,0.1462558,4.11E-01
RALA,-0.063384,4.11E-01
KCNH5,-0.0422346,4.11E-01
SERHL /// SERHL2,0.1715463,4.11E-01
NCOR2,0.0833663,4.11E-01
OR9K2,0.0496256,4.11E-01
DEFB109P1B,-0.0587519,4.11E-01
CCDC76,-0.1187252,4.11E-01
CLIP1,-0.1125536,4.12E-01
---,-0.107218,4.12E-01
METAP2,-0.0747944,4.12E-01
PIBF1,0.0813883,4.12E-01
ORAOV1,0.1216073,4.12E-01
PHACTR1,0.0889918,4.12E-01
CLTA,-0.0636172,4.12E-01
PROZ,0.0653842,4.12E-01
RHD,-0.0443878,4.12E-01
TMEM53,-0.0739361,4.12E-01
ULK3,-0.0912337,4.12E-01
EPHA10,-0.0898052,4.12E-01
CAPN14,0.0627877,4.12E-01
CD40,-0.1380381,4.12E-01
STYXL1,-0.1134648,4.12E-01
NLE1,-0.0795965,4.12E-01
ZNF653,-0.0727711,4.12E-01
ADAMTS3,0.0582811,4.12E-01
ASH1L,0.1061928,4.12E-01
CHAT,-0.0552382,4.12E-01
PFN2,0.0973216,4.12E-01
WBSCR22,-0.0592843,4.12E-01
USP12,-0.0827949,4.13E-01
KRTAP12-1 /// KRTAP12-2,-0.0724837,4.13E-01
FAF2,-0.0388552,4.13E-01
GKN1,-0.0468165,4.13E-01
RSAD1,-0.0586101,4.13E-01
SLC26A1,-0.0523491,4.13E-01
CCDC41,-0.1032317,4.13E-01
TBC1D29,-0.0486593,4.13E-01
MPZL1,-0.1324416,4.13E-01
PDPR,-0.1572597,4.13E-01
GCC2,-0.0704112,4.13E-01
TMPO,0.0800318,4.13E-01
NXNL2,-0.0606009,4.13E-01
C3orf35,0.0572913,4.13E-01
ZNF257,0.0403048,4.13E-01
L2HGDH,-0.069582,4.13E-01
ALB,-0.0702121,4.13E-01
MAPKBP1,0.0436028,4.13E-01
ZNF160,0.0802246,4.13E-01
LASS3,0.0678753,4.13E-01
C11orf73,-0.1171614,4.13E-01
CAST,-0.077008,4.13E-01
DHRSX,-0.1232331,4.13E-01
LRFN5,-0.2937103,4.13E-01
CHN2,0.1074279,4.13E-01
PRUNE2,-0.1543544,4.14E-01
TNFAIP2,0.1341282,4.14E-01
FCRL5,-0.0532269,4.14E-01
HSP90AA1,-0.140242,4.14E-01
DENND1C,-0.0491566,4.14E-01
PANK3,0.0772303,4.14E-01
OR1B1,-0.0675794,4.14E-01
PHLDB1,0.1363845,4.14E-01
ATP8B1,-0.1464346,4.14E-01
SYNJ2,-0.0542348,4.14E-01
LDOC1,0.0993106,4.14E-01
APOA5,-0.0569245,4.14E-01
DEPDC1,0.0499547,4.14E-01
PDAP1,0.1040585,4.14E-01
NPHS2,-0.0594289,4.14E-01
LMF1,0.0600304,4.14E-01
SPTB,-0.2429305,4.14E-01
KIRREL3,0.0674446,4.14E-01
ITGA4,-0.0665265,4.14E-01
NAA50,0.0730043,4.15E-01
TMEM201,-0.0664958,4.15E-01
CELF6,-0.1406369,4.15E-01
NRP1,-0.2354971,4.15E-01
FAM164A,-0.1521518,4.15E-01
C2orf67,-0.158774,4.15E-01
GABRQ,0.0514695,4.15E-01
C1QTNF8,-0.0573782,4.15E-01
B4GALNT3,-0.0676419,4.15E-01
ACTN4,0.107711,4.15E-01
CREBBP,0.1102019,4.15E-01
TNFSF11,-0.0831198,4.15E-01
ABI2,0.1272165,4.15E-01
RASGEF1B,-0.1570103,4.15E-01
CCDC40,0.1068583,4.15E-01
RAB35,0.0551461,4.15E-01
MYO3B,-0.0484803,4.15E-01
---,-0.0508937,4.15E-01
CDKL2,0.2518545,4.15E-01
CASP7,0.0728173,4.15E-01
PLA2G2D,0.0534339,4.15E-01
RPL35A,0.0650624,4.15E-01
CYP2F1,0.0850014,4.15E-01
FCRL5,0.0556778,4.15E-01
SLC16A9,-0.0563565,4.15E-01
AMPH,-0.0599842,4.15E-01
CCNB1IP1,0.0582515,4.15E-01
IGLV1-44,0.0553825,4.15E-01
KRTAP3-2 /// KRTAP3-3,-0.0529426,4.16E-01
SAPS3,-0.0889434,4.16E-01
GJA8,-0.0471044,4.16E-01
C17orf59,-0.0684518,4.16E-01
C11orf24,0.1542681,4.16E-01
TAS2R31,-0.0534782,4.16E-01
---,-0.0452194,4.16E-01
LPO,-0.0739618,4.16E-01
SNCAIP,-0.2724253,4.16E-01
C2orf64,-0.0623657,4.16E-01
SYAP1,-0.1190519,4.16E-01
SH2D4B,-0.0457242,4.16E-01
SLC7A6,0.1855442,4.16E-01
KDSR,-0.1575366,4.16E-01
TIMM13,-0.0644539,4.16E-01
ZNF383,0.0616359,4.16E-01
TMPRSS9,-0.0715075,4.16E-01
DTNB,0.0478326,4.16E-01
OSTalpha,-0.0695151,4.16E-01
AQR,-0.0733282,4.16E-01
EHD2,0.065324,4.16E-01
RHOF,-0.0710779,4.16E-01
DDX26B,0.1013679,4.16E-01
SIRT6,-0.0664975,4.16E-01
GRK5,-0.0738373,4.16E-01
NFIA,-0.1299518,4.16E-01
FAM76A,-0.0662253,4.16E-01
FBXL8,-0.0691981,4.17E-01
DCST1,-0.0481526,4.17E-01
EIF2AK4,-0.0750287,4.17E-01
ZNF204P,-0.1421727,4.17E-01
CELF2,-0.0456046,4.17E-01
ETV1,-0.2414023,4.17E-01
RBM24,-0.0448326,4.17E-01
RPL10,0.0421855,4.17E-01
---,0.0512363,4.17E-01
DHX38,-0.0727614,4.17E-01
EXTL3,0.0763936,4.17E-01
SLC12A8,0.0525305,4.17E-01
OR10C1,-0.0464451,4.17E-01
AMT,-0.1427163,4.17E-01
BCL2L11,0.1427895,4.17E-01
SULT1E1,-0.0375865,4.17E-01
MED9,0.0809392,4.17E-01
CPS1,-0.1867704,4.17E-01
TRIO,-0.0675381,4.17E-01
CDH15,0.1470871,4.17E-01
BDH2,0.0869631,4.17E-01
C11orf34,-0.0436588,4.17E-01
NELL2,-0.1687227,4.17E-01
RYBP,-0.0806863,4.17E-01
TMPRSS11BNL,-0.0454685,4.18E-01
FAM81A,-0.0659213,4.18E-01
PRPSAP2,0.0793257,4.18E-01
UBE3A,-0.0686002,4.18E-01
LOC644006 /// RNF4,0.063205,4.18E-01
CAV3,-0.0486671,4.18E-01
GLS,-0.0617566,4.18E-01
BRIX1,0.0912759,4.18E-01
CNTD2,-0.0571837,4.18E-01
MAGEE2,0.0522648,4.18E-01
POC5,0.0746222,4.18E-01
MFN1,0.1149363,4.18E-01
HPGD,0.1748032,4.18E-01
PUSL1,0.1036911,4.18E-01
GDAP1L1,-0.0565368,4.18E-01
SIK2,0.0440322,4.18E-01
TXLNB,0.0480647,4.18E-01
CA12,-0.0656678,4.18E-01
TMEM163,0.3642891,4.18E-01
C1orf86,-0.0615199,4.19E-01
ERF,0.102309,4.19E-01
TPD52L3,0.0432868,4.19E-01
PTPN7,0.0615126,4.19E-01
PPP2R5D,-0.0815871,4.19E-01
SCNN1D,-0.0868815,4.19E-01
FAM71B,-0.0838455,4.19E-01
SAE1,0.0574275,4.19E-01
SLC17A1,-0.0540639,4.19E-01
SLAMF7,0.0559066,4.19E-01
C21orf2,0.0861251,4.19E-01
OR10V1,-0.0570031,4.19E-01
HTR5A,-0.0693055,4.19E-01
POC1B,-0.063281,4.19E-01
DCAF5,0.1013842,4.19E-01
CYC1,-0.056357,4.19E-01
ADAT2,0.1417989,4.19E-01
