Gene_Name,logFC,PValue
SNCA,-0.28247528,6.13E-01
KIRREL2,0.03522478,6.13E-01
T,-0.05782689,6.13E-01
SEZ6L2,-0.10301372,6.14E-01
NAA35,0.07767718,6.14E-01
CRB1,0.0336541,6.14E-01
ITGB1,-0.03296984,6.14E-01
OR8G2,0.03350379,6.14E-01
NOL11,0.05038077,6.14E-01
NONO,0.03478458,6.14E-01
CENPP,-0.12389938,6.14E-01
FAM40B,0.02925675,6.14E-01
ETFB,0.07035469,6.14E-01
COL4A6,-0.03139182,6.14E-01
TSC2,0.04957686,6.14E-01
CUL5,-0.04785333,6.14E-01
PHF6,0.06284133,6.14E-01
TMEM165,-0.06447577,6.14E-01
GABPB1,-0.07190672,6.14E-01
TBXAS1,-0.04804132,6.14E-01
PPT2,-0.08038678,6.14E-01
A2BP1,-0.03691656,6.14E-01
OFD1,-0.08095767,6.14E-01
C12orf67,-0.03283457,6.14E-01
DDIT3,0.10425473,6.14E-01
LOC100128816,-0.06027339,6.14E-01
CD36,-0.31017062,6.14E-01
SUV39H2,-0.05967917,6.14E-01
KCNE1,0.05641366,6.14E-01
TCF12,-0.08992647,6.14E-01
SLC6A14,-0.04039836,6.14E-01
LITAF,-0.06909958,6.14E-01
FUT6,-0.03921759,6.14E-01
SYBU,-0.20886169,6.14E-01
BHLHE41,-0.12087729,6.14E-01
GUCY1A3,0.14158564,6.14E-01
KBTBD7,-0.11826679,6.14E-01
NPC2,0.05688351,6.15E-01
LPAR4,-0.04579126,6.15E-01
ZDHHC16,-0.08402602,6.15E-01
RPS6KA2,0.03428967,6.15E-01
C6orf204,0.08486913,6.15E-01
ETNK1,-0.05687027,6.15E-01
PIKFYVE,0.05178292,6.15E-01
DGKA,-0.0595214,6.15E-01
HAND2,-0.22373122,6.15E-01
GFRA1,0.28751945,6.15E-01
NARG2,-0.05235032,6.15E-01
SYAP1,0.05214491,6.15E-01
MAP2K2,0.08030453,6.15E-01
RARG,0.07646528,6.15E-01
ATP6V1D,-0.07043338,6.15E-01
ZNF90,-0.04037624,6.15E-01
C5orf46,-0.22556616,6.15E-01
CD7,0.06170327,6.15E-01
KIAA0430,0.05620475,6.15E-01
ACN9,-0.06301354,6.15E-01
PCDHGA4,-0.03498239,6.15E-01
CATSPER1,-0.12061328,6.15E-01
SULT6B1,0.03769837,6.15E-01
C19orf12,0.08854734,6.15E-01
DCAF13,0.07756971,6.15E-01
DHTKD1,-0.09250262,6.15E-01
ATP6V0D1,0.12564516,6.15E-01
FJX1,-0.20163943,6.15E-01
LANCL2,-0.03842028,6.15E-01
C17orf102,-0.04566942,6.15E-01
CD80,0.04565506,6.15E-01
ZNF257,-0.02998366,6.15E-01
RPRD1A,-0.09343254,6.15E-01
PHLDB3,0.05120588,6.15E-01
DEFB134,0.05070724,6.16E-01
DYNC1LI1,0.05919652,6.16E-01
GIMAP8,-0.06352428,6.16E-01
NODAL,0.04359876,6.16E-01
ZFPM1,-0.04957636,6.16E-01
RHD,0.03077922,6.16E-01
HK1,0.06533464,6.16E-01
HIST1H2AI,-0.04032274,6.16E-01
PSMG1,-0.07864337,6.16E-01
PNMA1,-0.09243689,6.16E-01
MAP2K6,0.08096544,6.16E-01
SLAMF7,-0.04746965,6.16E-01
LOC100128035,-0.04073452,6.16E-01
RNF7,0.05067893,6.16E-01
EGR4,0.05906227,6.16E-01
FBN1,-0.1042549,6.16E-01
TG,0.03695416,6.16E-01
H6PD,0.04542409,6.16E-01
KCNV1,0.04637968,6.16E-01
NRXN1,-0.06195539,6.16E-01
TCHHL1,-0.03988546,6.16E-01
---,0.02455738,6.17E-01
B3GALT1,0.04139501,6.17E-01
SMEK2,-0.03760639,6.17E-01
SUV39H1,0.04309017,6.17E-01
FAIM3,-0.09972992,6.17E-01
FAM126B,-0.07377426,6.17E-01
MEN1,0.05735167,6.17E-01
FBXO46,0.04802602,6.17E-01
ZNF33A /// ZNF33B,0.05437244,6.17E-01
RNF40,-0.05565926,6.17E-01
SC65,-0.11418142,6.17E-01
STYXL1,0.09062205,6.17E-01
NF1,0.05163609,6.17E-01
SLCO1A2,-0.03412832,6.17E-01
C5orf60,0.03322179,6.17E-01
ASXL3,0.26134115,6.17E-01
ERI1,0.07568546,6.17E-01
OR51B2,-0.04687172,6.17E-01
SNORA34,0.05013098,6.17E-01
BET1,0.0478623,6.17E-01
PRTG,0.10804391,6.17E-01
AGMAT,0.0402169,6.17E-01
ZRANB1,-0.10773455,6.17E-01
GNG2,-0.1548269,6.17E-01
C16orf57,-0.04238622,6.17E-01
TRIM22,-0.15566007,6.18E-01
TMEM95,0.0460075,6.18E-01
SERINC4,0.03796882,6.18E-01
SLC30A3,0.04531466,6.18E-01
C15orf48,-0.28595035,6.18E-01
KRT14P /// KRT16 /// KRT16P2 /// KRT16P3,0.07793068,6.18E-01
ANXA4,-0.07967001,6.18E-01
ALPI,0.02694028,6.18E-01
---,0.03495774,6.18E-01
RPS2,0.05832551,6.18E-01
YME1L1,0.08594684,6.18E-01
CEBPZ,0.05052133,6.18E-01
GABARAPL1,0.08806222,6.18E-01
ATP6V1B2,-0.09740714,6.18E-01
EGF,0.02853886,6.18E-01
DEFB127,0.02918947,6.18E-01
ZFYVE9,0.09290886,6.18E-01
VTI1B,-0.04170021,6.18E-01
RPL12,0.03673373,6.18E-01
SLC5A10,0.04395034,6.18E-01
TNFAIP8L1,-0.08954479,6.18E-01
SPANXD /// SPANXE,-0.05371469,6.18E-01
SEC14L1,-0.11660679,6.18E-01
ICA1,-0.07993859,6.18E-01
SFRS5,-0.07702999,6.18E-01
CREM,0.06433955,6.18E-01
SPOCK2,0.0342369,6.19E-01
LOC200261,-0.07261733,6.19E-01
ZNHIT2,-0.0409924,6.19E-01
OR2M5,0.04704865,6.19E-01
UBE2J1,0.1176759,6.19E-01
SRP72,-0.05398642,6.19E-01
KIAA1841,-0.03982307,6.19E-01
PTGER3,0.03581592,6.19E-01
NR2F6,0.04155872,6.19E-01
DHRS4L2,0.04751632,6.19E-01
GPC6,0.03350348,6.19E-01
MED24,-0.04986774,6.19E-01
KRTAP10-1,0.08090698,6.19E-01
LAPTM4A,0.05464209,6.19E-01
SLC41A3,-0.05616135,6.19E-01
EPN3,0.03104158,6.19E-01
SDC4,-0.14776563,6.19E-01
MRPS31,0.04026778,6.19E-01
POGZ,0.06863537,6.19E-01
PWWP2A,-0.05936054,6.19E-01
TAAR1,-0.04002938,6.20E-01
COQ9,0.0550146,6.20E-01
RAB7L1,0.12631224,6.20E-01
ANKS6,0.04785596,6.20E-01
BRI3,0.06990078,6.20E-01
LOC653269 /// LOC653781 /// POTEE /// POTEF,-0.02962908,6.20E-01
PRMT3,-0.05496644,6.20E-01
SPANXN3,0.03823798,6.20E-01
ATPIF1,0.07755612,6.20E-01
---,-0.04032806,6.20E-01
APOL6,0.10668731,6.20E-01
TUBGCP6,0.08258386,6.20E-01
PDE8B,0.14600465,6.20E-01
PSEN2,0.0791911,6.20E-01
ERICH1,0.07155485,6.20E-01
ZNF408,-0.06377102,6.20E-01
UST,0.08776674,6.20E-01
SCNN1D,-0.06140256,6.20E-01
SF3B14,0.04297466,6.20E-01
POMP,-0.0666204,6.20E-01
CXCR2 /// CXCR2P1,-0.0881298,6.20E-01
LECT1,-0.0698554,6.20E-01
SRRT,-0.05426851,6.20E-01
C20orf135,-0.04792125,6.20E-01
ZNF37A,-0.06252906,6.20E-01
SFRS8,-0.09092088,6.20E-01
SUPT6H,0.0523772,6.20E-01
CLCN3,0.07778828,6.20E-01
RALGAPA1,-0.04031984,6.21E-01
KLHL17,0.0432179,6.21E-01
FAM71E2,-0.03847881,6.21E-01
C3orf32,0.03795927,6.21E-01
AFF2,-0.03671126,6.21E-01
SSX3,0.05042925,6.21E-01
DNAJC5G,-0.04613462,6.21E-01
RASGRP1,-0.04524477,6.21E-01
DYNC2LI1,-0.05736285,6.21E-01
FOXD4L2 /// FOXD4L4 /// FOXD4L5,-0.09921239,6.21E-01
LRIT2,0.04834556,6.21E-01
ADIPOR1,-0.06146697,6.21E-01
DDX50,-0.04899369,6.21E-01
ATP7A,-0.23036154,6.21E-01
KPRP,-0.03790623,6.21E-01
MLL,-0.08788843,6.21E-01
GFPT1,0.13675172,6.21E-01
C22orf15,0.04996767,6.21E-01
HIST1H3B,-0.02736691,6.21E-01
LOC642864,0.06541736,6.21E-01
DHDDS,-0.06015724,6.21E-01
SPIRE1,-0.09079808,6.21E-01
NPRL2,0.05997791,6.21E-01
TTC31,0.03584535,6.21E-01
ZCCHC2,-0.12784099,6.21E-01
KIAA1712,0.07718391,6.21E-01
TP53BP1,-0.09320002,6.21E-01
SCEL,0.04341768,6.22E-01
UTY,-0.0424668,6.22E-01
---,0.04725324,6.22E-01
ATF6,-0.06327819,6.22E-01
STAMBP,0.0691461,6.22E-01
DKK 3.00,-0.09139693,6.22E-01
GABRB3,-0.23998899,6.22E-01
FAM83C,-0.05207048,6.22E-01
RANBP2,-0.06069674,6.22E-01
BMP1,0.04361866,6.22E-01
ZFP41,-0.0385277,6.22E-01
SLC37A2,-0.06931305,6.22E-01
ZNF135,-0.08116234,6.22E-01
ANKRD36 /// ANKRD36B,0.09407187,6.22E-01
MOBKL1A,0.04998119,6.22E-01
SIK3,-0.07629913,6.22E-01
VIPR1,0.08916047,6.22E-01
CD300LD,0.03545356,6.22E-01
CCDC80,0.28793932,6.22E-01
SEC62,0.06200255,6.23E-01
FOXA3,0.0394086,6.23E-01
EMG1,-0.03606722,6.23E-01
RFXAP,0.0967897,6.23E-01
SH3TC2,-0.25620222,6.23E-01
GABPA,-0.07238424,6.23E-01
SFXN3,-0.04469945,6.23E-01
KRT8,0.06673041,6.23E-01
LOC100288162,0.0582268,6.23E-01
FOXP1,-0.07846549,6.23E-01
CPT1A,-0.09057452,6.23E-01
PANK4,-0.05341646,6.23E-01
TYW1B,-0.10191411,6.23E-01
PIP,0.03698615,6.23E-01
RPL27,0.03305591,6.23E-01
PLEKHN1,0.0507016,6.23E-01
MLLT6,0.0850919,6.23E-01
RRM2B,0.03356643,6.23E-01
C13orf26,0.03592271,6.23E-01
TLR8,-0.08102361,6.23E-01
NDUFA9,0.04307135,6.23E-01
FAM101B,0.08829928,6.23E-01
NUDT22,0.06366244,6.23E-01
CC2D1B,-0.06842496,6.23E-01
C10orf78,0.04761223,6.23E-01
PIGU,0.11948591,6.23E-01
FLJ10213,0.10824946,6.23E-01
SLC26A1,0.05793157,6.23E-01
SLC6A6,-0.03348267,6.23E-01
ITIH4,0.12952325,6.23E-01
LOC440563,0.05407719,6.23E-01
CCDC135,-0.04290646,6.23E-01
KRT10,0.06388874,6.23E-01
CRCP,-0.05124122,6.23E-01
THAP3,-0.07132646,6.23E-01
IFI16,0.08450971,6.24E-01
ZNF280C,-0.03395676,6.24E-01
CST9,0.03204765,6.24E-01
ULK4,-0.05634199,6.24E-01
TIMM8B,0.07833766,6.24E-01
TAPBPL,-0.09928793,6.24E-01
CYBRD1,-0.12083383,6.24E-01
TRIL,-0.04242527,6.24E-01
OR6C4,-0.04074005,6.24E-01
GTSCR1,0.03410396,6.24E-01
DCX,-0.04346618,6.24E-01
KCNN2,0.03525318,6.24E-01
ZNF90,0.03591361,6.24E-01
TMEM204,-0.15495166,6.24E-01
UBE2O,0.05500047,6.24E-01
FAM110C,-0.03952972,6.24E-01
RWDD4A,-0.08074655,6.25E-01
SLC39A8,0.02826506,6.25E-01
PMPCB,0.04316116,6.25E-01
GADD45A,-0.15555368,6.25E-01
HIC1,0.05795598,6.25E-01
ZNF766,0.05679076,6.25E-01
CYP11B1,0.04857962,6.25E-01
CCT2,-0.1339523,6.25E-01
BCL2L11,0.02889767,6.25E-01
FCRL2,-0.0333072,6.25E-01
NFIA,-0.0791276,6.25E-01
TPT1,-0.03138158,6.25E-01
MCTS1,-0.0338342,6.25E-01
IGSF11,-0.29041136,6.25E-01
SLC17A8,0.04070253,6.25E-01
WDR13,0.04213916,6.25E-01
TTC24,-0.03347791,6.25E-01
PCDHA3,0.05184827,6.25E-01
FLJ10357,0.14271864,6.25E-01
FLJ45340 /// LOC100132062 /// LOC728534,-0.03902872,6.25E-01
CXCL12,0.23787514,6.25E-01
DERL1,0.09246114,6.25E-01
CROCC,0.09965826,6.25E-01
MLXIP,0.03931896,6.25E-01
WDR65,0.02909115,6.25E-01
MAX,0.03903723,6.25E-01
RAD1,0.06048438,6.25E-01
LOC440104,-0.04804029,6.26E-01
C9orf66,-0.03811838,6.26E-01
FAM46C,0.03207447,6.26E-01
RANBP1,0.04221762,6.26E-01
CSAG1,-0.04820496,6.26E-01
SUPT7L,-0.05734352,6.26E-01
LOXHD1,0.05504322,6.26E-01
PTPLAD1,0.1085772,6.26E-01
LYPD4,-0.02674295,6.26E-01
CLEC5A,0.06690786,6.26E-01
IL12RB1,-0.03156452,6.26E-01
ANO4,0.03531359,6.26E-01
NFATC2,-0.03708049,6.26E-01
VAMP1,0.03796024,6.26E-01
NKX2-6,-0.03142254,6.26E-01
TP53,-0.0464126,6.26E-01
MXD1,0.04537899,6.26E-01
CCDC142,-0.06982496,6.26E-01
KCNH5,-0.03132926,6.26E-01
GYPA /// GYPB,-0.03609327,6.26E-01
DNAJC10,0.03948655,6.26E-01
XG,0.03255583,6.26E-01
GPR3,0.05469503,6.26E-01
GPCRLTM7,0.04225068,6.26E-01
FGF2,-0.15774128,6.26E-01
C4orf6,-0.04182615,6.26E-01
FAIM3,-0.04335939,6.27E-01
GLRX3,-0.06322982,6.27E-01
DCAF6,0.05360262,6.27E-01
SNX17,-0.05083829,6.27E-01
VPS33B,0.06001382,6.27E-01
---,-0.04761224,6.27E-01
CHRNE,-0.08727265,6.27E-01
C1orf54,0.1460333,6.27E-01
TSPAN33,-0.14965026,6.27E-01
SPPL2B,-0.09009996,6.27E-01
GAB1,0.15870962,6.27E-01
GOLGA8C /// GOLGA8DP /// GOLGA8E /// GOLGA8F /// GOLGA8G /// LOC653061,-0.0325065,6.27E-01
CEP70,-0.11607689,6.27E-01
DAGLB,-0.04148842,6.27E-01
KRTAP9-3,0.04676418,6.27E-01
ZSCAN2,-0.03258545,6.27E-01
AMT,0.05774402,6.27E-01
SLC9A3R1,-0.06640635,6.27E-01
SAMD4A,0.16745815,6.27E-01
ZNF326,-0.07819032,6.27E-01
CCDC36,0.05367279,6.27E-01
ERCC8,-0.05200564,6.27E-01
FYTTD1,-0.08024845,6.27E-01
CYP4A11,0.05728045,6.27E-01
---,-0.03752556,6.27E-01
AMELY,0.066705,6.27E-01
RBMX2,-0.03879712,6.27E-01
GSTA1,0.04879674,6.27E-01
PTGER3,0.04758522,6.27E-01
C9orf3,0.07879801,6.27E-01
MGC34800,-0.02671015,6.27E-01
MRPS21,0.03822212,6.27E-01
PLEKHA3,0.06298582,6.28E-01
TRUB1,0.05798735,6.28E-01
C19orf45,0.04941046,6.28E-01
AK2,0.07708376,6.28E-01
RGS12,-0.07469635,6.28E-01
---,-0.05162657,6.28E-01
LIX1L,-0.0798392,6.28E-01
KRTAP6-2,0.03575163,6.28E-01
MSL2,-0.05249458,6.28E-01
SUFU,0.03206646,6.28E-01
CPEB3,-0.04820606,6.28E-01
OFCC1,0.04568456,6.28E-01
PDZD9,0.02945149,6.28E-01
CHRNA4,0.05757495,6.28E-01
TBX21,-0.11399853,6.28E-01
GRIPAP1,0.04857601,6.28E-01
SORCS1,-0.34474767,6.28E-01
MCM8,-0.07845417,6.28E-01
WDR62,0.0596728,6.28E-01
APPBP2,-0.06417509,6.28E-01
SUCLA2,0.11518259,6.29E-01
SH3BP4,0.03874265,6.29E-01
LOC645354 /// PRAMEF1 /// PRAMEF13 /// PRAMEF14 /// PRAMEF2,-0.04436467,6.29E-01
ARMC1,0.03658666,6.29E-01
PLAG1,0.18287856,6.29E-01
TMTC4,-0.06669271,6.29E-01
SYT4,-0.03397338,6.29E-01
TRPV4,-0.19271,6.29E-01
ADCY7,-0.05124654,6.29E-01
USP21,0.08409616,6.29E-01
TPD52L3,-0.0340093,6.29E-01
TAF6,-0.04371027,6.29E-01
TGM3,-0.03675389,6.29E-01
C8orf55,-0.05626223,6.29E-01
TNFSF18,0.03389753,6.29E-01
DMPK,0.03723173,6.29E-01
AKT2,-0.05032502,6.29E-01
ACTN4,-0.06111747,6.29E-01
C9orf125,0.2045906,6.29E-01
---,0.04082811,6.29E-01
NKIRAS2,0.06376137,6.29E-01
---,0.04631622,6.29E-01
TXNIP,-0.14204983,6.29E-01
CCL8,-0.28040546,6.29E-01
RNF13,-0.06797864,6.29E-01
STX1B,-0.03958,6.29E-01
ProSAPiP1,0.11007994,6.30E-01
PDLIM5,0.12423983,6.30E-01
KISS1,0.06326346,6.30E-01
UNC119B,0.06759888,6.30E-01
C5orf22,-0.03644065,6.30E-01
MMP26,-0.04310094,6.30E-01
AKAP10,-0.07195722,6.30E-01
THEM4,-0.08063077,6.30E-01
TYRO3,0.21442464,6.30E-01
ZBTB20,-0.09793196,6.30E-01
C22orf9,-0.0759604,6.30E-01
LLGL1,-0.03027984,6.30E-01
CDC45,-0.04983742,6.30E-01
PILRA,-0.03986132,6.30E-01
PLA2G7,0.2800477,6.30E-01
KIAA1239,-0.03277508,6.30E-01
GGA3,0.04510639,6.30E-01
PEX2,-0.03685804,6.30E-01
THPO,-0.04805233,6.30E-01
ZSWIM7,-0.09152413,6.30E-01
CRMP1,0.20061685,6.30E-01
MORC1,0.04238574,6.30E-01
ATP5SL,-0.069953,6.30E-01
C1orf201,-0.11375495,6.30E-01
SPP1,-0.22531021,6.30E-01
KIAA0182,0.08467719,6.30E-01
IQCF1,0.02822669,6.30E-01
CXXC5,-0.09107583,6.31E-01
GNB4,0.07979078,6.31E-01
LOC100131131,0.03309821,6.31E-01
SLC39A3,0.06731454,6.31E-01
MBNL1,-0.05542588,6.31E-01
NDUFB4,0.04068393,6.31E-01
C11orf34,-0.04422906,6.31E-01
MPP7,0.16771638,6.31E-01
GJA8,0.03818027,6.31E-01
GTF2H2 /// GTF2H2B /// GTF2H2C /// GTF2H2D,-0.10178791,6.31E-01
ITIH4,0.05592804,6.31E-01
SERBP1,0.0620744,6.31E-01
CENPT,-0.06549815,6.31E-01
CHM,0.03572771,6.31E-01
COQ4,-0.03446093,6.31E-01
RRM2B,-0.0378166,6.31E-01
RGL2,-0.05786074,6.31E-01
ZAP70,-0.19275919,6.31E-01
C17orf104,0.03875689,6.31E-01
SLC5A2,0.03617843,6.31E-01
HAUS6,-0.07125778,6.31E-01
NEXN,0.17160346,6.31E-01
ATP5E,-0.04124343,6.31E-01
ZNF839,-0.04190464,6.31E-01
MAX,0.03885099,6.31E-01
RNF157,-0.15974517,6.31E-01
NT5C2,0.09168832,6.31E-01
DDX3X,-0.08408539,6.31E-01
P2RX5,-0.03243753,6.31E-01
SLC25A37,0.10438059,6.31E-01
HIST2H3A /// HIST2H3C /// HIST2H3D,-0.03626964,6.31E-01
---,0.04936671,6.31E-01
ACTR6,-0.06014883,6.31E-01
TRIT1,-0.03220469,6.31E-01
NR5A1,0.04207652,6.32E-01
MYL12B,-0.0400636,6.32E-01
FTSJD2,-0.04907957,6.32E-01
LOC100287697,0.02808641,6.32E-01
RP1-177G6.2,0.11605207,6.32E-01
MAGI1,0.1346319,6.32E-01
STRN,-0.04391884,6.32E-01
SLC6A14,-0.04405603,6.32E-01
DMRT1,-0.05164993,6.32E-01
FOSL2,0.08709845,6.32E-01
PAK1IP1,0.06008209,6.32E-01
C1orf168,0.0294709,6.32E-01
NPEPPS,0.04755657,6.32E-01
SMAD3,0.14989486,6.32E-01
TUBB2C,-0.03927793,6.32E-01
TMSB4Y,-0.05202657,6.32E-01
PDZK1 /// PDZK1P1,0.07600043,6.32E-01
RCCD1,0.10738464,6.32E-01
MAN1B1,0.0579496,6.32E-01
LOC100287042,0.05147668,6.32E-01
GBP4,-0.16243764,6.32E-01
CSH1 /// CSH2,0.03907887,6.32E-01
FAM105A,0.03566884,6.32E-01
GSTM4,0.09006424,6.32E-01
SFRS17A,0.04246712,6.32E-01
EIF2AK1,0.04130711,6.32E-01
PLAGL2,-0.06039332,6.32E-01
SLC30A5,0.04514098,6.32E-01
MYOZ3,-0.03215191,6.32E-01
NEURL4,0.04569567,6.32E-01
SAPS3,0.0682859,6.32E-01
GLYCTK,0.05743972,6.32E-01
N4BP2L2,0.06647071,6.32E-01
GRM5,-0.03365797,6.33E-01
ARHGDIG,-0.09885059,6.33E-01
HP1BP3,0.13135765,6.33E-01
EREG,-0.0711243,6.33E-01
CHCHD3 /// LOC646572,-0.0649012,6.33E-01
ZNF365,-0.03944707,6.33E-01
S100A16,-0.12566049,6.33E-01
GCC2 /// RGPD3 /// RGPD4 /// RGPD5 /// RGPD6 /// RGPD8,0.10567208,6.33E-01
IL13RA1,-0.13023088,6.33E-01
LPP,-0.09420139,6.33E-01
CPNE3,-0.06888265,6.33E-01
SPAG1,0.0616558,6.33E-01
SNORA78,0.09228382,6.33E-01
PIK3CB,0.04900404,6.33E-01
ZCCHC16,0.0311126,6.33E-01
LOC728622 /// SKP1,0.06949239,6.33E-01
LOC200030 /// NBPF11 /// NBPF15 /// NBPF16 /// NBPF8 /// NBPF9,0.03851358,6.33E-01
LOC730755,0.04062899,6.33E-01
GATS /// GATSL1 /// GATSL2,-0.09763344,6.33E-01
KMO,-0.06729098,6.33E-01
RCOR1,0.05217617,6.33E-01
GABBR1,0.05225679,6.33E-01
BCL9,0.06577459,6.33E-01
GRID2IP,-0.04158086,6.33E-01
PSAPL1,0.03148687,6.33E-01
ITIH4,-0.03868173,6.33E-01
SMYD3,0.06440195,6.33E-01
VIL1,-0.03769869,6.33E-01
MYBL2,-0.04931262,6.33E-01
FER1L6,-0.04144834,6.33E-01
ENOX2,-0.04225192,6.33E-01
NRF1,0.07865009,6.33E-01
IGFBP7,-0.11394793,6.33E-01
HS3ST3A1 /// HS3ST3B1,-0.08516335,6.34E-01
TRDMT1,-0.06138478,6.34E-01
LLPH,-0.06931904,6.34E-01
DGKA,-0.04184922,6.34E-01
GRK1,-0.04313841,6.34E-01
LOC253724,-0.02995118,6.34E-01
TXNDC16,-0.10571494,6.34E-01
CTNNA3,-0.09759832,6.34E-01
ZFP64,0.04212783,6.34E-01
ITGB4,-0.29505815,6.34E-01
BEST3,0.03959359,6.34E-01
AGXT2,0.03436285,6.34E-01
INPP5A,-0.10210584,6.34E-01
EDA,0.04839514,6.34E-01
AASS,0.15550034,6.34E-01
DST,-0.08667841,6.34E-01
MOBP,0.03111123,6.34E-01
UNC80,0.03012491,6.34E-01
RPL11,-0.03412904,6.34E-01
FTL,0.04388974,6.34E-01
H1FOO,0.04700645,6.34E-01
ATF5,-0.1592689,6.34E-01
RHOT1,-0.04503456,6.34E-01
FUZ,0.07878898,6.34E-01
RARG,0.03473311,6.34E-01
CALB1,0.04987997,6.34E-01
SPP1,0.1444142,6.34E-01
USP32,0.12606662,6.34E-01
RPS24,0.06657021,6.34E-01
BDH2,0.08060836,6.35E-01
RCN2,-0.0444904,6.35E-01
DAP3,-0.05494614,6.35E-01
IL2RG,0.09062472,6.35E-01
ECH1 /// HNRNPL,-0.0650338,6.35E-01
MUC2,0.03771289,6.35E-01
SLC22A5,0.03628839,6.35E-01
ATXN2L,0.07554777,6.35E-01
DNAJC25,-0.07672491,6.35E-01
HNF1A,-0.03217803,6.35E-01
STYXL1,0.03585736,6.35E-01
CCDC97,-0.05484176,6.35E-01
PIK3CD,0.05487629,6.35E-01
LOX,-0.31158267,6.35E-01
HPGD,-0.0427152,6.35E-01
PRDM7,0.03047688,6.35E-01
VPS28,0.02633785,6.35E-01
C17orf104,0.03914294,6.35E-01
GDPD1,0.08110106,6.35E-01
CTCFL,0.03040288,6.35E-01
PIH1D1,0.05180929,6.35E-01
ATP11B,-0.05061794,6.35E-01
MRPS34,-0.04615258,6.35E-01
GOLGA8A,-0.10677817,6.35E-01
LARP1,-0.03181874,6.36E-01
C19orf35,0.04935087,6.36E-01
CMTM1,-0.0419873,6.36E-01
SFRS13A,-0.05341763,6.36E-01
UHRF1BP1,-0.04390641,6.36E-01
MRE11A,-0.07695164,6.36E-01
MEI1,0.13704876,6.36E-01
LOC653513 /// PDE4DIP,0.12343344,6.36E-01
SLC33A1,-0.06843449,6.36E-01
TSC1,0.05557493,6.36E-01
OR2H2,0.04727049,6.36E-01
C9orf91,-0.0546572,6.36E-01
APOA1,0.14815477,6.36E-01
FADS1,-0.17202382,6.36E-01
NLRP11,-0.02845758,6.36E-01
METTL6,0.03929557,6.36E-01
TNIP3,0.02924038,6.36E-01
ZBTB8OS,0.08560791,6.36E-01
SPATA8,0.03033858,6.36E-01
NOL6,0.04202551,6.36E-01
C15orf53,0.03346321,6.36E-01
SDR16C6,0.03517486,6.36E-01
CENPC1,0.06683252,6.36E-01
NRK,0.03464952,6.36E-01
THAP1,-0.10689408,6.36E-01
ANKLE1,-0.05170067,6.36E-01
SELT,-0.03937311,6.36E-01
CCDC18,-0.06336548,6.36E-01
DHX33,-0.04097352,6.36E-01
HAS3,0.04387945,6.36E-01
RPS23,0.15322066,6.36E-01
TMPO,0.04476711,6.36E-01
MYF6,-0.0420345,6.36E-01
C2CD2,0.04118959,6.36E-01
PGAP2,0.05729378,6.36E-01
GRXCR2,0.04534166,6.36E-01
LOC100216479 /// LOC440905,-0.03163491,6.37E-01
MAP3K10,0.04591846,6.37E-01
HPS5,-0.08639062,6.37E-01
ZNF696,-0.04456624,6.37E-01
---,-0.03797936,6.37E-01
DEPDC5,0.05127416,6.37E-01
C15orf62,0.04124488,6.37E-01
PLEKHM3,-0.07384989,6.37E-01
DNAJB4,-0.14539735,6.37E-01
IL25,-0.03122394,6.37E-01
RPF2,-0.04629913,6.37E-01
SERINC2,-0.13307427,6.37E-01
DEFB126,-0.04493974,6.37E-01
YLPM1,-0.07984515,6.37E-01
SLC38A1,-0.23332134,6.37E-01
ALPK3,0.1144183,6.37E-01
NLGN4Y,0.04303745,6.37E-01
CYP2F1,-0.05451011,6.37E-01
RALGAPB,0.05758104,6.37E-01
C10orf27,0.03887431,6.37E-01
SPC24,-0.05778059,6.37E-01
SMAD5,-0.09969587,6.37E-01
CELF2,-0.0381834,6.38E-01
RPL14,-0.0461408,6.38E-01
SETDB1,-0.05518355,6.38E-01
---,-0.02510415,6.38E-01
DISC1 /// TSNAX /// TSNAX-DISC1,-0.04822613,6.38E-01
KCNU1,0.03775696,6.38E-01
JAKMIP1,0.03458545,6.38E-01
EMR2,-0.08421739,6.38E-01
FBXO41,-0.11422276,6.38E-01
RAD52,0.02896381,6.38E-01
LCE2B,0.03244222,6.38E-01
SAA3P,-0.03875777,6.38E-01
SLC5A7,-0.03195267,6.38E-01
IL24,-0.03459342,6.38E-01
DENND1C,0.0407722,6.38E-01
SECISBP2,-0.05452543,6.38E-01
TEK,-0.05132845,6.38E-01
PLS3,-0.09738141,6.39E-01
CYP2U1,0.0661495,6.39E-01
SRCIN1,0.03223363,6.39E-01
FOXO4,-0.06420396,6.39E-01
CAPN6,0.03623057,6.39E-01
BAG1,-0.04663551,6.39E-01
ITGB4,-0.26609752,6.39E-01
GTF2A1,-0.0362607,6.39E-01
CYBRD1,-0.11101965,6.39E-01
GPR31,-0.04769202,6.39E-01
VMO1,-0.24804426,6.39E-01
MAP2K4,-0.08299538,6.39E-01
WRNIP1,-0.0436539,6.39E-01
PAQR4,-0.0542488,6.39E-01
SYDE2,0.03508205,6.39E-01
KCMF1,-0.10032137,6.39E-01
PRR20A /// PRR20B /// PRR20C /// PRR20D /// PRR20E,0.04050001,6.39E-01
KLK13,0.03670771,6.39E-01
SKCG-1,-0.03100266,6.39E-01
---,0.02345658,6.39E-01
HIP1,0.05284863,6.39E-01
C4orf51,0.03064189,6.39E-01
